UserId,MovieId,Pred_rating
1,1172,2.9526842874350088
1,1405,2.6798711899817538
1,2193,2.406244948059916
1,2968,2.688054956510431
2,52,3.9358900154012364
2,144,3.272712957782127
2,248,3.6990457603565803
2,314,4.400603106140535
2,319,4.244882817925494
2,370,3.033811691472634
2,371,3.43259129877699
2,372,3.6032317059175627
2,382,3.883108412792301
2,405,2.8304496576660103
2,485,3.0156976398158117
2,537,3.573669478748661
2,550,4.242965526611185
2,616,3.7880486437670853
2,661,3.0199588279304077
2,720,3.656830483287119
3,377,3.928155806903524
3,592,3.044061976226307
3,595,3.7211400011248856
3,736,3.422585380374858
3,1197,4.033833576150909
3,1721,3.4644569854466982
3,2716,3.399980239177892
3,5349,3.4707758657760617
3,8636,3.582791589660965
3,44191,4.141561749968865
3,84236,3.624999999999999
4,185,3.5648655391699084
4,356,4.824617542494025
4,357,4.235080214909548
4,364,4.708719737104812
4,410,3.97544959034385
4,435,3.1648443958572194
4,440,4.452528257786874
4,442,3.6804468396444685
4,588,4.314402907121195
4,589,4.587226063335057
4,594,4.510591024507728
4,596,4.468368836306036
4,610,4.004959808837183
4,616,4.4647956834688225
4,919,4.659632888691359
4,1022,4.301989638821859
4,1028,4.668024520275772
4,1032,4.5380949657597816
4,1033,4.157222791656696
4,1282,4.811850299418717
4,1334,3.8027924443410144
4,1372,3.6920638764252365
4,1580,4.365912360250921
4,1858,3.3149803555913957
4,1967,4.572146142340287
4,2033,4.260411719657411
4,2078,4.864919612017955
4,2081,4.265770387405247
4,2085,4.240585307450175
4,2087,4.698733673839166
4,2094,3.7133944965718317
4,2096,4.581636510808806
4,2102,4.638125466272555
4,2124,4.107685792007409
4,2141,4.363779887031888
4,2454,4.106033188353433
4,3034,4.684495282297299
4,3108,4.350791541316119
4,3255,4.526149160388582
4,3263,4.468330325193068
4,4006,4.386925167166736
5,3,3.3846976151612806
5,39,4.074887519154253
5,104,3.607075566136626
5,788,3.377238988560504
5,1247,4.633504016324843
5,1485,4.061150155366669
5,1544,3.413926672875994
5,1777,3.5035417533948596
5,1997,4.491374947014827
5,2770,3.1560162659813766
5,4018,3.9037959191381857
5,4025,4.167570140423985
5,4447,3.6905952031740727
5,4718,3.5451273538588643
5,5266,3.7925532252399945
5,5995,4.397983247305836
5,6373,3.69619032418019
5,8376,2.9675541700561334
5,30749,4.114342747917728
5,33679,3.5413101932512037
6,173,2.2759276744454464
6,1687,2.815824762105729
6,2019,3.941142530175601
6,2072,2.7997834167858486
6,2528,3.326213103950507
6,2723,3.1590622647368143
6,3300,3.1750786611778907
6,4641,3.399338251163503
6,4975,2.6322077509982362
7,260,4.313549782885473
7,316,3.2683539371813106
7,377,3.5990006756745863
7,380,3.402122380326838
7,480,3.6057031414789225
7,589,3.7102690069574042
7,1036,3.919399619842517
7,1129,3.4367515892290412
7,1198,3.900313114747398
7,1240,3.727906795035537
7,1275,3.7739460694332316
7,1371,3.572287703624072
7,1372,3.2931943065773037
7,1373,2.3661486437619015
7,1374,3.123256568811926
7,1375,3.0941610318146
7,1376,3.0966025049655093
7,1408,3.473971447216758
8,32,4.363225892304278
8,110,4.118211622895436
8,1219,4.456081409671686
8,1225,4.470255544182741
8,1258,4.302020606335501
8,1358,4.2958970490803186
8,1704,4.213903512243862
8,1961,4.416067768461839
8,2028,4.500744889251237
8,2329,4.256583207456344
8,2791,4.447933475108365
8,2804,4.0805493528424694
8,2918,4.382634408528722
8,3996,4.330350029255227
8,5650,3.888863073901077
8,8873,4.471414442217771
8,8874,4.207173640499189
8,33166,4.57689918887857
8,40583,3.798030641309426
8,40819,4.357824549719313
8,42007,3.8913043478260883
8,43556,3.8913043478260883
8,43871,2.9402981340389003
8,44004,3.725059921840216
9,1177,4.063083321654145
9,1721,3.689827807455584
9,2125,4.5293404239709885
9,2140,3.8549903981946323
9,2391,4.537073581920475
9,2427,3.7647547521596603
9,2490,4.2336804481273616
9,2539,3.782878759230147
9,2857,3.295166128232839
10,592,3.5174397778804467
10,1101,3.5454171909873162
10,1127,4.239718913342597
10,1210,4.046961532782602
10,1220,4.330885720366328
10,1240,4.250701162992247
10,1291,4.303154376039724
10,2406,3.6595816118266185
10,2410,3.496382392255142
10,3019,4.295751626213554
11,50,4.8038796127770915
11,778,4.430000340763885
11,923,4.758985228724531
11,1027,4.041527141030228
11,1408,4.2492531039611094
11,2762,4.582561078767243
11,5669,4.014869625829122
11,26614,4.188605785725294
12,253,2.5630261846971782
12,673,1.4785084834083198
12,736,2.1698975631089947
12,737,1.7183309924510155
12,1032,2.4149706061929352
12,2460,1.4761033641165247
12,2668,2.7208922369103337
12,3146,2.9889896769991617
12,3176,2.093815009562181
12,3324,5.0
12,3770,4.031839035092446
12,3773,3.528782217420903
12,3780,2.8333333333333335
13,47,4.087362813065371
13,296,4.37326313671313
13,527,4.852105146646344
13,587,3.678876558376934
13,919,4.166487646809735
13,1265,3.716520287265372
13,2571,3.6873100598580795
13,4886,4.0542174294443685
13,4993,4.231603500038896
13,58559,4.3428452114828024
13,64614,3.852042870452339
14,2394,2.4302487074532655
14,2724,2.0426576619474055
14,3114,2.895447891386161
14,3157,2.7887296208553054
15,371,2.596624675662107
15,372,2.301694914501591
15,429,1.921457428524084
15,520,2.1209445014394324
15,913,3.5728612013864742
15,1100,1.6527446877532168
15,1183,2.6912457979649744
15,1283,3.294356211402616
15,1289,3.264642814345095
15,1385,2.4586356308784643
15,1502,0.8839202458746533
15,1689,2.273350733187173
15,1752,2.054547965676039
15,1754,2.5175072914303316
15,1792,2.414242648548502
15,1816,3.0140546720205763
15,1836,2.2334486227462023
15,1862,1.3795303401469523
15,1895,2.318907322101818
15,2025,3.340887014565073
15,2269,2.223394507650215
15,2282,2.7092572395274934
15,2334,2.148852691288374
15,2387,2.5163339938888334
15,2406,2.6332910734773027
15,2413,2.3169105223577064
15,2539,2.6013870448739986
15,2568,1.2283184108993666
15,2717,2.1975547571011402
15,2718,2.5350088717313852
15,2976,2.839488209579371
15,3146,1.7648006389682567
15,3285,2.2059609107292277
15,3316,1.6134514250908034
15,3476,3.3950822504884934
15,3484,1.7795983436227696
15,3552,2.5419049513752086
15,3577,2.7224264705882315
15,3707,1.2701761824179834
15,3728,2.866030629125497
15,3755,2.34017616998075
15,3968,1.678082535490231
15,4007,3.34265698461348
15,4019,2.8191426444997756
15,4388,1.5235710295144833
15,4642,3.3408605579832304
15,4823,2.2218235394672017
15,4914,3.2323149147153307
15,4958,1.8219177662332133
15,4992,1.800169303255525
15,5000,2.7224264705882315
15,5110,2.6193146893604125
15,5171,1.5582710423089663
15,5291,2.9811852887926706
15,5296,2.74321886850712
15,5299,2.567448361726243
15,5308,2.4255500070835687
15,5346,2.8699564470855616
15,5364,2.942863638265067
15,5620,2.095962326403395
15,5816,2.8001154169553444
15,5959,3.4062200016534576
15,6037,2.7224264705882315
15,6059,2.2129001161418946
15,6155,2.7879206382031954
15,6157,1.3190761823746007
15,6188,2.758225039638684
15,6283,3.06739751671844
15,6287,1.5918945262937636
15,6433,3.9306086861056633
