UserId,MovieId,Pred_rating
1,1172,1.9879218469113962
1,1405,2.836479401326919
1,2193,3.8467184310577447
1,2968,3.0744438178372584
2,52,3.898313595339032
2,144,3.6730838413159512
2,248,4.046340837988659
2,314,4.291930092245725
2,319,4.477788004236582
2,370,3.4889192491466776
2,371,3.3112255593030593
2,372,2.734561139482995
2,382,3.382454502472557
2,405,1.7768811090507466
2,485,2.7368963869914085
2,537,2.4562421623700317
2,550,2.70388162529348
2,616,3.9386141384295525
2,661,3.8522891891807305
2,720,4.784669698088276
3,377,3.27972242507345
3,592,3.1342262364934648
3,595,3.643395018496181
3,736,3.092940475403654
3,1197,3.9912149529191576
3,1721,3.2999879130717757
3,2716,3.6193911964817302
3,5349,3.2295659442180225
3,8636,3.46096453862589
3,44191,3.391652288185453
3,84236,3.566026734212791
4,185,3.2876364546104813
4,356,5.050681950855505
4,357,4.348080044169944
4,364,4.568491595748444
4,410,3.6090434903190953
4,435,2.6251121204797636
4,440,4.199027386060877
4,442,3.274519936396122
4,588,4.352420567050142
4,589,4.986909425620816
4,594,4.34848277485677
4,596,4.337448832845579
4,610,3.75374708804182
4,616,3.7924727862700562
4,919,4.8325638719037425
4,1022,4.3585850154182575
4,1028,4.702615250955802
4,1032,4.433820120086564
4,1033,3.995628191707258
4,1282,4.521789616133051
4,1334,3.6344680125401663
4,1372,3.6003394795348687
4,1580,4.366314876630652
4,1858,3.390735770220104
4,1967,4.525651508254029
4,2033,3.7003355905837143
4,2078,4.417101743904054
4,2081,4.212154586235985
4,2085,4.183561110661733
4,2087,4.31561217975419
4,2094,3.2381057527606067
4,2096,4.62356689488447
4,2102,5.853800128106592
4,2124,4.078183091527601
4,2141,4.831486886464155
4,2454,4.183236387390082
4,3034,4.550188450089368
4,3108,4.30397640976075
4,3255,4.239141020041408
4,3263,4.45181389559302
4,4006,4.426645016700153
5,3,3.586490588145546
5,39,3.7462811539923
5,104,3.72650835389335
5,788,3.488754874949696
5,1247,3.7138905713087267
5,1485,3.426040077808772
5,1544,3.640822292187162
5,1777,3.731176884650629
5,1997,3.4040967187792366
5,2770,3.539149207888349
5,4018,4.002532888302839
5,4025,3.891158888414547
5,4447,4.380927175179582
5,4718,4.0057640882595456
5,5266,4.4832911420471175
5,5995,4.047368851157641
5,6373,3.8272269038922984
5,8376,3.109848263643213
5,30749,3.623920908077611
5,33679,3.5169000396247427
6,173,1.1743455032096541
6,1687,2.4796265635998296
6,2019,3.8011836393292633
6,2072,3.2242003213098647
6,2528,3.5972672595135
6,2723,3.14350712951253
6,3300,3.5339260642636185
6,4641,4.0389625018412945
6,4975,3.6369464715338076
7,260,4.017011171699785
7,316,2.7193795433425763
7,377,3.2166743224022953
7,380,3.093339165025829
7,480,3.429628356861814
7,589,3.796804207741289
7,1036,3.668305501412563
7,1129,3.122999494962661
7,1198,3.9977305459275314
7,1240,3.8923700568385833
7,1275,3.1172447420228337
7,1371,3.0823890544913395
7,1372,2.706290343472422
7,1373,1.6217117290377097
7,1374,3.7651296078979684
7,1375,3.0948418022254387
7,1376,3.026940231420735
7,1408,3.292918442212752
8,32,4.050811649130196
8,110,3.869243068058685
8,1219,4.308909611778056
8,1225,4.178537907293908
8,1258,4.428451921929586
8,1358,3.9122771738803834
8,1704,4.196840966334115
8,1961,4.081783430170331
8,2028,4.087100024983069
8,2329,4.172686851298545
8,2791,3.9540151647868527
8,2804,4.035931924533628
8,2918,4.037451038904239
8,3996,4.14947007029309
8,5650,4.013265145941034
8,8873,3.9681038910413093
8,8874,4.172597197102611
8,33166,4.249511827344955
8,40583,3.5489723199300656
8,40819,4.1149225705654064
8,42007,3.566026734212791
8,43556,3.566026734212791
8,43871,2.280318032454506
8,44004,3.277065228814525
9,1177,3.6540196592251517
9,1721,3.3254783875537086
9,2125,4.739992887030866
9,2140,3.7387073826474726
9,2391,4.174284182639422
9,2427,3.7749818848782954
9,2490,3.7365436005708137
9,2539,3.415390633875104
9,2857,3.45144551943506
10,592,3.5633408908381865
10,1101,3.68328974854796
10,1127,3.802646157427251
10,1210,4.293949397377908
10,1220,4.283266011439356
10,1240,4.207094296416555
10,1291,4.310256699665935
10,2406,3.904155296804344
10,2410,3.4191113835029956
10,3019,4.392099401129228
11,50,4.358343022054299
11,778,4.173349309262985
11,923,3.847113388314618
11,1027,3.1624070139482
11,1408,4.113520569710634
11,2762,4.0755731314469905
11,5669,3.7958886093123247
11,26614,4.378910474983828
12,253,2.932290707596863
12,673,2.9674715201308715
12,736,3.738087023141766
12,737,2.264563263494841
12,1032,1.709532159466189
12,2460,4.73306657715807
12,2668,-0.4762080219568645
12,3146,0.41253437236769486
12,3176,0.6291031895361385
12,3324,1.6438524224617481
12,3770,1.609452247721407
12,3773,-0.28837947682171894
12,3780,3.566026734212791
13,47,3.696898453057333
13,296,3.7831140981708344
13,527,3.9903191995022436
13,587,3.5753266556189476
13,919,3.4210635170579557
13,1265,3.935780247257309
13,2571,4.141083685986889
13,4886,4.120485309889063
13,4993,4.0897953757637175
13,58559,4.558082761957262
13,64614,3.7090675010919476
14,2394,2.4042939967079158
14,2724,1.4141970160554045
14,3114,3.8291686391838247
14,3157,3.996346023386605
15,371,2.139810210891655
15,372,2.923577289837711
15,429,2.7841350065215704
15,520,2.691076923768759
15,913,3.623991780945131
15,1100,1.3357387353502759
15,1183,2.1589863455123943
15,1283,3.161589906765137
15,1289,3.7213508450365858
15,1385,3.1088767185333985
15,1502,1.6278661308210154
15,1689,2.9066013819221155
15,1752,0.9693548722032976
15,1754,3.3296368502179576
15,1792,1.6411828275087341
15,1816,-1.15674952295711
15,1836,3.350167063312874
15,1862,-2.346989284353146
15,1895,2.647052514176451
15,2025,2.640415126704873
15,2269,0.7631102795399975
15,2282,3.686150781923269
15,2334,1.0118200977055718
15,2387,3.95533587750066
15,2406,2.8431628129784556
15,2413,1.5680024515375255
15,2539,2.5139557903493657
15,2568,0.6292690659814735
15,2717,1.5611273094364737
15,2718,2.215940627832345
15,2976,4.057993871637873
15,3146,3.558173615627834
15,3285,1.6982872796305184
15,3316,-1.1159954504040597
15,3476,2.074309119476148
15,3484,0.8669446040950946
15,3552,3.7462491518569854
15,3577,3.566026734212791
15,3707,-1.0788370219629266
15,3728,4.369585850033562
15,3755,2.0718054011759373
15,3968,1.3931584245489645
15,4007,4.288908139912646
15,4019,2.4478947585447415
15,4388,0.4268831578033403
15,4642,3.716853023031451
15,4823,1.8911463853884962
15,4914,5.037157039587818
15,4958,-0.03448337482967645
15,4992,2.5074876381543714
15,5000,3.566026734212791
15,5110,4.335600359742539
15,5171,2.817678723750493
15,5291,3.1931865353134654
15,5296,-0.6994884004250128
15,5299,1.8161956212103512
15,5308,2.0782355330611155
15,5346,2.3719406786707324
15,5364,1.890530230841133
15,5620,0.8940124611384004
15,5816,3.1913389186075722
15,5959,2.354627929784357
15,6037,3.566026734212791
15,6059,1.0988231812214657
15,6155,2.5924411169300425
15,6157,2.4962265482671526
15,6188,3.620361418453239
15,6283,3.650885704627429
15,6287,1.8294041523998832
15,6433,2.6390606121563245
15,6586,0.91662894692886
15,6754,3.366893092452993
15,6773,1.2409098586653542
15,6879,2.7888636273252843
15,6885,3.566026734212791
15,6944,0.9204841094277878
15,7010,1.0748815061835337
15,7034,3.761784933740074
15,7173,1.2406908841025306
15,7325,3.1655328405315926
15,7346,1.887529449117582
15,7444,2.639895378551376
15,7445,2.9518579870066013
15,7451,2.97818140168503
15,8264,3.355314288420807
15,8464,2.144903223198
15,8531,3.566026734212791
15,8781,2.616932889093418
15,8917,3.4089280792894665
15,26587,4.802230182436915
15,30812,3.9067692171600705
15,30825,2.6115929999911573
15,34150,-0.22174608062006484
15,36529,2.434065988284697
15,37386,-0.15877662367638834
15,37741,2.8993127916453467
15,40583,2.0574201294195706
15,40815,2.854532028743902
15,44004,4.006114814099078
15,44555,3.144019216462091
15,44788,2.7522493984947793
15,45447,2.1549500470474054
15,45517,1.643377587908505
15,45672,0.7680626165240323
15,45720,4.044957209166693
15,45722,0.9764089781699283
15,45728,2.3619371673468867
15,46970,3.0553387392229716
15,47999,3.2061837749536686
15,48043,3.5491974524434973
15,49286,3.0012450845612975
15,50851,3.8546823345686985
15,52604,3.618952502539127
15,53322,1.9539988801565222
15,53464,1.7164180467660133
15,54001,2.6880466678838015
15,54272,2.3374360550931
15,55247,2.6301555850495077
15,55442,2.5215620851210545
15,55830,3.9483250903800324
15,56174,1.4414650423010507
15,56563,3.566026734212791
15,56775,2.5614483340554326
15,56782,3.596965357255476
15,57368,2.475548622799888
15,59126,0.9821776483207145
15,60074,2.3526607884486417
15,62434,1.5083131878669187
15,64839,3.475460669260759
15,64957,1.4624198303159073
15,65802,0.03497424472248456
15,66203,1.6395688712622603
15,66596,3.566026734212791
15,67087,3.9978758536672103
15,68324,3.566026734212791
15,69436,3.566026734212791
15,69524,1.7396593486773564
15,70862,1.7835714556927513
15,71264,3.185172456291525
15,71282,1.6105667578817489
15,71462,3.0444470605582232
15,71535,2.3810781498288343
15,71838,-0.6148640657253868
15,76077,2.544390880772312
15,78209,2.015468346157138
15,78574,2.8487745945773533
15,79185,0.786648351326587
15,79242,2.1101408559425323
15,80126,3.175115225848039
15,80862,3.471814888977134
15,81834,3.539462332632218
15,82854,0.7691251851485585
15,83827,3.566026734212791
15,84374,2.5714143403806258
15,86833,2.2599636134990284
15,86882,1.857636313706878
15,86898,3.566026734212791
15,86911,1.8314382176942559
15,87222,2.893335679658499
15,87485,2.398122721260942
15,87869,2.363880614267254
15,87930,3.566026734212791
